	sen_prob	wrong_prob	sen_nll	wrong_nll	delta
206	[-0.8107843399047852, -16.816011428833008, -11.326237678527832, -2.5490198135375977, -0.7097110748291016, -10.754693984985352]	[-0.8107843399047852, -16.816011428833008, -11.326237678527832, -8.173675537109375, -8.0997314453125, -0.7687397003173828, -10.101052284240723]	42.96645736694336	56.09623336791992	13.129776000976562
207	[-2.5194263458251953, -15.93625259399414, -10.725576400756836, -0.2400827407836914, -0.2141551971435547, -9.651178359985352]	[-2.5194263458251953, -15.93625259399414, -10.725576400756836, -12.851644515991211, -7.130837917327881, -0.2926483154296875, -9.186487197875977]	39.28667068481445	58.64287567138672	19.356204986572266
208	[-1.2946281433105469, -16.16172218322754, -12.150896072387695, -6.434091567993164, -2.1092681884765625, -11.829487800598145]	[-1.2946281433105469, -16.16172218322754, -12.150896072387695, -9.056341171264648, -0.36335182189941406, -13.028203964233398]	49.98009490966797	52.055145263671875	2.0750503540039062
209	[-0.40050601959228516, -16.436920166015625, -11.426931381225586, -3.245236396789551, -1.1156978607177734, -13.053600311279297]	[-0.40050601959228516, -16.436920166015625, -11.426931381225586, -8.477167129516602, -1.7508792877197266, -12.98641586303711]	45.678890228271484	51.47882080078125	5.799930572509766
210	[-1.6595687866210938, -16.71603012084961, -8.59945011138916, -0.4523782730102539, -2.4772348403930664, -10.59101676940918]	[-1.190633773803711, -16.466373443603516, -3.700695037841797, -4.9909210205078125, -2.0398149490356445, -8.07291030883789]	40.49567794799805	36.46134948730469	-4.034328460693359
211	[-1.3875532150268555, -16.51083755493164, -7.231572151184082, -7.698486804962158, -0.30233001708984375, -9.522180557250977]	[-1.3875532150268555, -16.51083755493164, -7.231572151184082, -8.994054794311523, -0.1467905044555664, -8.601816177368164]	42.652957916259766	42.87262725830078	0.21966934204101562
212	[-1.2228593826293945, -17.214771270751953, -12.17270278930664, -6.038693428039551, -0.2141704559326172, -12.50937271118164]	[-1.2228593826293945, -17.214771270751953, -12.17270278930664, -10.668495178222656, -0.35266590118408203, -12.51274585723877]	49.3725700378418	54.14424133300781	4.771671295166016
213	[-1.460968017578125, -18.691492080688477, -12.935307502746582, -4.882646560668945, -3.409944534301758, -11.201334953308105]	[-1.460968017578125, -18.691492080688477, -12.935307502746582, -7.926440238952637, -3.195466995239258, -10.183488845825195]	52.581695556640625	54.393165588378906	1.8114700317382812
214	[-0.939335823059082, -16.16154670715332, -9.171018600463867, -0.5226650238037109, -1.5299835205078125, -8.803628921508789]	[-0.939335823059082, -16.16154670715332, -9.171018600463867, -8.351432800292969, -2.001387596130371, -8.749073028564453]	37.12818145751953	45.37379455566406	8.245613098144531
215	[-2.1038522720336914, -14.512581825256348, -10.864099502563477, -0.2715578079223633, -1.5624475479125977, -9.189279556274414]	[-2.1038522720336914, -14.512581825256348, -10.864099502563477, -8.621438026428223, -7.630617618560791, -1.1314735412597656, -9.934463500976562]	38.50381851196289	54.79852294921875	16.29470443725586
216	[-2.098939895629883, -15.982007026672363, -10.994368553161621, -2.588374137878418, -0.21651840209960938, -10.615143775939941]	[-2.098939895629883, -15.982007026672363, -10.994368553161621, -6.5505547523498535, -0.28476905822753906, -10.62548828125]	42.49535369873047	46.536128997802734	4.040775299072266
217	[-0.7461671829223633, -16.818241119384766, -11.433130264282227, -5.990541458129883, -0.07590484619140625, -10.650201797485352]	[-0.7461671829223633, -16.818241119384766, -11.433130264282227, -10.353007316589355, -0.4684152603149414, -9.26069450378418]	45.71418762207031	49.079654693603516	3.365467071533203
218	[-1.4683170318603516, -17.645427703857422, -7.827649116516113, -8.359959602355957, -0.3717660903930664, -11.05981159210205]	[-1.4683170318603516, -17.645427703857422, -7.827649116516113, -6.2097601890563965, -0.44415283203125, -10.790471076965332]	46.73292922973633	44.38577651977539	-2.3471527099609375
219	[-0.9454336166381836, -15.896281242370605, -7.972381591796875, -3.8824996948242188, -0.16079139709472656, -8.505525588989258]	[-0.9454336166381836, -15.896281242370605, -7.972381591796875, -3.883665084838867, -2.953460693359375, -0.3140106201171875, -8.968118667602539]	37.3629150390625	40.933349609375	3.5704345703125
220	[-2.377131462097168, -17.125152587890625, -12.692377090454102, -6.9572319984436035, -0.84222412109375, -10.058794021606445]	[-2.377131462097168, -17.125152587890625, -12.692377090454102, -12.62903118133545, -0.9016437530517578, -9.89892292022705]	50.052913665771484	55.62425994873047	5.571346282958984
221	[-1.2827157974243164, -15.872142791748047, -12.549116134643555, -5.769430160522461, -0.37682151794433594, -10.473136901855469]	[-1.2827157974243164, -15.872142791748047, -12.549116134643555, -6.832034111022949, -0.22828292846679688, -10.321489334106445]	46.3233642578125	47.08578109741211	0.7624168395996094
222	[-1.3882207870483398, -16.636030197143555, -11.15456485748291, -2.532200813293457, -0.179534912109375, -11.079498291015625]	[-1.3882207870483398, -16.636030197143555, -11.15456485748291, -8.907171249389648, -0.22179698944091797, -11.309067726135254]	42.97004699707031	49.616851806640625	6.6468048095703125
223	[-1.4718055725097656, -15.305540084838867, -10.559876441955566, -6.509602069854736, -0.39997291564941406, -10.53236198425293]	[-1.4718055725097656, -15.305540084838867, -10.559876441955566, -11.407066345214844, -0.8044300079345703, -10.44806957244873]	44.77915954589844	49.996788024902344	5.217628479003906
224	[-1.1290655136108398, -15.22298812866211, -11.53396987915039, -0.4904632568359375, -1.5764598846435547, -11.441374778747559]	[-1.1290655136108398, -15.22298812866211, -11.53396987915039, -9.773277282714844, -7.173018455505371, -0.3852510452270508, -10.42287540435791]	41.39432144165039	55.640445709228516	14.246124267578125
225	[-1.6695547103881836, -15.865765571594238, -9.829428672790527, -1.0000848770141602, -1.094268798828125, -12.176387786865234]	[-1.334486961364746, -15.59901237487793, -12.732954978942871, -10.921863555908203, -6.039463520050049, -0.1734905242919922, -10.095128059387207]	41.63549041748047	56.896400451660156	15.260910034179688
226	[-1.5724668502807617, -15.337594032287598, -11.90416431427002, -3.6054019927978516, -1.796468734741211, -13.384642601013184]	[-1.5724668502807617, -15.337594032287598, -11.90416431427002, -3.361294746398926, -0.6259803771972656, -12.222257614135742]	47.600738525390625	45.02375793457031	-2.5769805908203125
227	[-1.448765754699707, -16.166664123535156, -5.601103782653809, -1.932530403137207, -0.8151035308837891, -10.895459175109863]	[-1.7183074951171875, -15.957735061645508, -12.581282615661621, -14.422340393066406, -0.3419370651245117, -7.929984092712402]	36.85962677001953	52.95158767700195	16.091960906982422
228	[-0.949249267578125, -16.04107093811035, -13.01715087890625, -0.37058544158935547, -0.5638809204101562, -9.174013137817383]	[-0.949249267578125, -16.04107093811035, -13.01715087890625, -6.31813907623291, -0.4668121337890625, -9.294333457946777]	40.11595153808594	46.086753845214844	5.970802307128906
229	[-0.6958408355712891, -17.270366668701172, -10.276632308959961, -4.9876556396484375, -0.4927978515625, -12.258938789367676]	[-0.6958408355712891, -17.270366668701172, -10.276632308959961, -9.08980941772461, -0.6472673416137695, -11.765538215637207]	45.98223114013672	49.74545669555664	3.763225555419922
230	[-1.4688787460327148, -15.875986099243164, -11.839275360107422, -7.603942394256592, -0.20927810668945312, -10.732987403869629]	[-1.4688787460327148, -15.875986099243164, -11.839275360107422, -12.51078987121582, -0.2904644012451172, -10.25537395477295]	47.7303466796875	52.24076843261719	4.5104217529296875
231	[-1.4970178604125977, -16.50658416748047, -12.4931001663208, -1.9170799255371094, -3.4121532440185547, -12.111204147338867]	[-1.4970178604125977, -16.50658416748047, -12.4931001663208, -6.424101829528809, -3.003556251525879, -12.25192642211914]	47.937137603759766	52.17628860473633	4.2391510009765625
232	[-1.8011693954467773, -16.391441345214844, -11.483219146728516, -2.220571517944336, -0.5404739379882812, -10.47496223449707]	[-1.8011693954467773, -16.391441345214844, -11.483219146728516, -3.324469566345215, -0.41172027587890625, -10.24770450592041]	42.911834716796875	43.659725189208984	0.7478904724121094
233	[-0.5074949264526367, -17.01654052734375, -10.328575134277344, -1.9810609817504883, -0.484649658203125, -11.144206047058105]	[-0.5074949264526367, -17.01654052734375, -10.328575134277344, -5.662873268127441, -0.9077463150024414, -11.336014747619629]	41.462528228759766	45.75924301147461	4.296714782714844
234	[-0.5960960388183594, -18.447383880615234, -9.36524772644043, -4.420742034912109, -0.5892162322998047, -12.288905143737793]	[-0.5960960388183594, -18.447383880615234, -9.36524772644043, -8.646368026733398, -0.7130641937255859, -11.95663070678711]	45.70759201049805	49.72479248046875	4.017200469970703
235	[-1.7852849960327148, -14.501285552978516, -12.483707427978516, -0.32392024993896484, -1.9653987884521484, -11.758903503417969]	[-2.373086929321289, -16.19298553466797, -11.214970588684082, -10.767555236816406, -1.4751949310302734, -9.919692039489746]	42.81850051879883	51.943485260009766	9.124984741210938
236	[-1.1960382461547852, -16.640483856201172, -7.553715705871582, -1.4688129425048828, -1.4823856353759766, -8.9373197555542]	[-1.2988395690917969, -16.19570541381836, -10.888785362243652, -10.890264511108398, -8.30101203918457, -0.180145263671875, -8.446916580200195]	37.27875518798828	56.20166778564453	18.92291259765625
237	[-1.6860008239746094, -17.0626277923584, -12.27586555480957, -7.604182243347168, -0.8675861358642578, -11.125863075256348]	[-1.6860008239746094, -17.0626277923584, -12.27586555480957, -12.070898056030273, -0.96917724609375, -10.893987655639648]	50.622127532958984	54.95855712890625	4.336429595947266
238	[-1.807790756225586, -17.385738372802734, -10.316568374633789, -8.656513214111328, -1.4730987548828125, -12.397444725036621]	[-1.807790756225586, -17.385738372802734, -10.316568374633789, -11.958255767822266, -1.7921562194824219, -11.979193687438965]	52.03715133666992	55.23970413208008	3.2025527954101562
239	[-2.1038522720336914, -14.512581825256348, -10.864099502563477, -0.2715578079223633, -1.5624475479125977, -9.189279556274414]	[-2.1038522720336914, -14.512581825256348, -10.864099502563477, -10.653629302978516, -0.7937908172607422, -10.031280517578125]	38.50381851196289	48.959232330322266	10.455413818359375
240	[-1.6695547103881836, -15.865765571594238, -9.829428672790527, -1.0000848770141602, -1.094268798828125, -12.176387786865234]	[-2.6640892028808594, -16.47079086303711, -11.20291805267334, -7.731991291046143, -2.474489212036133, -11.956887245178223]	41.63549041748047	52.50116729736328	10.865676879882812
241	[-0.8107843399047852, -16.816011428833008, -11.326237678527832, -2.5490198135375977, -0.7097110748291016, -10.754693984985352]	[-0.8107843399047852, -16.816011428833008, -11.326237678527832, -10.819075584411621, -0.6235113143920898, -10.133745193481445]	42.96645736694336	50.52936553955078	7.562908172607422
242	[-1.6458415985107422, -16.328693389892578, -6.382962226867676, -7.021984577178955, -0.8918418884277344, -8.677482604980469]	[-1.3821439743041992, -15.890617370605469, -12.330976486206055, -12.883905410766602, -0.49174976348876953, -11.045906066894531]	40.94880676269531	54.025299072265625	13.076492309570312
243	[-0.9014997482299805, -16.178794860839844, -9.964900970458984, -7.112339019775391, -0.7992286682128906, -9.8167724609375]	[-0.8816623687744141, -16.755451202392578, -11.827459335327148, -10.4609375, -2.1088056564331055, -10.042205810546875]	44.773536682128906	52.07652282714844	7.302986145019531
244	[-1.1942939758300781, -17.101272583007812, -10.17605972290039, -0.9763450622558594, -1.0582752227783203, -12.72712516784668]	[-1.1942939758300781, -17.101272583007812, -10.17605972290039, -10.080788612365723, -4.969192981719971, -0.4513664245605469, -12.449395179748535]	43.23337173461914	56.422367095947266	13.188995361328125
245	[-1.7187976837158203, -17.336990356445312, -10.86056900024414, -1.4666557312011719, -4.409625053405762, -10.544958114624023]	[-1.7187976837158203, -17.336990356445312, -10.86056900024414, -2.875986099243164, -4.240567207336426, -10.010295867919922]	46.33759689331055	47.04320526123047	0.7056083679199219
246	[-0.5161170959472656, -17.398412704467773, -11.026226043701172, -7.883396148681641, -1.2127304077148438, -10.386611938476562]	[-0.5161170959472656, -17.398412704467773, -11.026226043701172, -9.422877311706543, -0.13508033752441406, -10.91800308227539]	48.42349624633789	49.416717529296875	0.9932212829589844
247	[-1.6859474182128906, -17.551799774169922, -10.652191162109375, -5.496804237365723, -1.2253532409667969, -10.539336204528809]	[-1.6859474182128906, -17.551799774169922, -10.652191162109375, -8.526453018188477, -1.0111160278320312, -10.242403984069824]	47.151432037353516	49.66991424560547	2.518482208251953
248	[-3.2013721466064453, -15.561161041259766, -11.761957168579102, -0.46320152282714844, -1.9744815826416016, -11.132222175598145]	[-3.2013721466064453, -15.561161041259766, -11.761957168579102, -4.15480899810791, -1.262094497680664, -9.527737617492676]	44.094398498535156	45.46913146972656	1.3747329711914062
249	[-1.5181188583374023, -17.61861228942871, -12.831518173217773, -5.465410232543945, -0.07172966003417969, -0.8330211639404297, -12.572549819946289]	[-1.5181188583374023, -17.61861228942871, -12.831518173217773, -5.465410232543945, -2.8878536224365234, -12.104451179504395]	50.91095733642578	52.42596435546875	1.5150070190429688
250	[-0.7461671829223633, -16.818241119384766, -11.433130264282227, -5.990541458129883, -0.07590484619140625, -10.650201797485352]	[-0.7461671829223633, -16.818241119384766, -11.433130264282227, -10.353007316589355, -0.4684152603149414, -9.26069450378418]	45.71418762207031	49.079654693603516	3.365467071533203
251	[-1.4459447860717773, -16.982093811035156, -10.330607414245605, -4.600339889526367, -2.9237003326416016, -11.696702003479004]	[-1.4459447860717773, -16.982093811035156, -10.330607414245605, -7.4334025382995605, -2.6561641693115234, -11.368330001831055]	47.97938537597656	50.21654510498047	2.2371597290039062
252	[-2.72189998626709, -16.064430236816406, -10.515534400939941, -0.8478822708129883, -1.5247879028320312, -11.385234832763672]	[-2.72189998626709, -16.064430236816406, -10.515534400939941, -10.599052429199219, -7.355918884277344, -1.8675556182861328, -11.806615829467773]	43.05976867675781	60.931007385253906	17.871238708496094
253	[-1.596426010131836, -16.87633514404297, -10.839706420898438, -7.1548686027526855, -1.3452110290527344, -12.086112022399902]	[-1.596426010131836, -16.87633514404297, -10.839706420898438, -9.433594703674316, -0.6326389312744141, -12.057334899902344]	49.898658752441406	51.43603515625	1.5373764038085938
254	[-1.1313295364379883, -16.699234008789062, -10.123828887939453, -8.031118392944336, -1.9763164520263672, -12.182892799377441]	[-1.1313295364379883, -16.699234008789062, -10.123828887939453, -7.763528823852539, -1.7489290237426758, -12.08005142211914]	50.14472198486328	49.546897888183594	-0.5978240966796875
255	[-2.2605466842651367, -16.491802215576172, -12.219462394714355, -3.6909399032592773, -1.0679893493652344, -12.329876899719238]	[-2.2605466842651367, -16.491802215576172, -12.219462394714355, -6.640542507171631, -0.801753044128418, -11.576419830322266]	48.06061935424805	49.99052429199219	1.9299049377441406
256	[-3.6422462463378906, -14.92454719543457, -12.663549423217773, -0.8832492828369141, -0.015840530395507812, -2.9734439849853516, -11.415308952331543]	[-3.6422462463378906, -14.92454719543457, -12.663549423217773, -0.8832492828369141, -4.754946708679199, -11.136124610900879]	46.5181884765625	48.004661560058594	1.4864730834960938
257	[-1.3224611282348633, -16.59558868408203, -11.032585144042969, -4.75943660736084, -2.650259017944336, -10.630958557128906]	[-1.3224611282348633, -16.59558868408203, -11.032585144042969, -9.350526809692383, -2.6271963119506836, -10.639957427978516]	46.99129104614258	51.56831359863281	4.577022552490234
258	[-0.5074949264526367, -17.01654052734375, -10.328575134277344, -1.9810609817504883, -0.484649658203125, -11.144206047058105]	[-0.5074949264526367, -17.01654052734375, -10.328575134277344, -5.662873268127441, -0.9077463150024414, -11.336014747619629]	41.462528228759766	45.75924301147461	4.296714782714844
259	[-1.140756607055664, -16.715478897094727, -7.4903411865234375, -5.008037567138672, -0.6478767395019531, -11.309022903442383]	[-1.4868993759155273, -16.379741668701172, -7.254683494567871, -9.477130889892578, -0.6770257949829102, -10.78622817993164]	42.3115119934082	46.061710357666016	3.7501983642578125
260	[-1.1499061584472656, -18.1048641204834, -11.11846923828125, -0.5341730117797852, -0.3358154296875, -11.468101501464844]	[-1.1499061584472656, -18.1048641204834, -11.11846923828125, -9.94546127319336, -5.988509178161621, -0.15985870361328125, -11.254027366638184]	42.711326599121094	57.72109603881836	15.009769439697266
261	[-1.565842628479004, -17.218290328979492, -10.381149291992188, -0.8239612579345703, -0.49814414978027344, -13.301231384277344]	[-1.565842628479004, -17.218290328979492, -10.381149291992188, -4.878161430358887, -0.6847400665283203, -13.101856231689453]	43.78861999511719	47.830039978027344	4.041419982910156
262	[-2.3899526596069336, -16.269054412841797, -10.019932746887207, -2.1988658905029297, -0.157196044921875, -10.619487762451172]	[-2.3899526596069336, -16.269054412841797, -10.019932746887207, -11.104419708251953, -5.363711357116699, -0.05954933166503906, -11.50124454498291]	41.65448760986328	56.707862854003906	15.053375244140625
263	[-0.6923580169677734, -17.460880279541016, -11.047237396240234, -0.5122652053833008, -0.12573814392089844, -11.425177574157715]	[-0.6923580169677734, -17.460880279541016, -11.047237396240234, -13.070350646972656, -2.9684267044067383, -0.08893585205078125, -10.722122192382812]	41.26365661621094	56.05031204223633	14.78665542602539
264	[-0.9834203720092773, -16.31960678100586, -11.403709411621094, -4.422462463378906, -1.5199203491210938, -10.216436386108398]	[-0.9834203720092773, -16.31960678100586, -11.403709411621094, -8.315999031066895, -1.7365446090698242, -10.815690040588379]	44.86555480957031	49.57497024536133	4.709415435791016
265	[-2.1846513748168945, -15.238388061523438, -11.15863037109375, -4.246092796325684, -0.13294029235839844, -12.09475326538086]	[-2.1846513748168945, -15.238388061523438, -11.15863037109375, -6.964092254638672, -0.10611724853515625, -12.066717147827148]	45.055458068847656	47.718597412109375	2.6631393432617188
266	[-1.3593597412109375, -17.203750610351562, -11.032039642333984, -7.178633213043213, -0.5587730407714844, -13.38003921508789]	[-1.3593597412109375, -17.203750610351562, -11.032039642333984, -10.024925231933594, -0.6473159790039062, -13.22787857055664]	50.71259689331055	53.495269775390625	2.782672882080078
267	[-1.2561006546020508, -17.839969635009766, -12.712388038635254, -6.929754734039307, -1.2386474609375, -11.980005264282227]	[-1.2561006546020508, -17.839969635009766, -12.712388038635254, -3.4639673233032227, -1.1730270385742188, -12.220406532287598]	51.95686721801758	48.665855407714844	-3.2910118103027344
268	[-2.0048093795776367, -13.926520347595215, -10.258639335632324, -1.695627212524414, -1.5308856964111328, -9.452079772949219]	[-2.0048093795776367, -13.926520347595215, -10.258639335632324, -6.381322860717773, -1.4664888381958008, -9.38774585723877]	38.868560791015625	43.42552947998047	4.556968688964844
269	[-0.47058773040771484, -16.03390121459961, -10.29686450958252, -1.5086631774902344, -0.8587188720703125, -12.186142921447754]	[-0.47058773040771484, -16.03390121459961, -10.29686450958252, -10.721578598022461, -6.794751167297363, -0.3015937805175781, -11.993206024169922]	41.35487747192383	56.61248016357422	15.25760269165039
270	[-1.0664081573486328, -17.22732925415039, -10.499890327453613, -6.525052070617676, -0.2384052276611328, -12.8580904006958]	[-1.0664081573486328, -17.22732925415039, -10.499890327453613, -8.923940658569336, -0.18927860260009766, -12.482145309448242]	48.4151725769043	50.38899230957031	1.9738197326660156
271	[-0.6911754608154297, -17.989151000976562, -12.102567672729492, -1.2519340515136719, -0.2164020538330078, -11.772327423095703]	[-0.6911754608154297, -17.989151000976562, -12.102567672729492, -9.711221694946289, -5.489999771118164, -0.07995033264160156, -11.285106658935547]	44.023555755615234	57.34917449951172	13.325618743896484
272	[-0.8604526519775391, -17.21194839477539, -11.80200481414795, -0.23317909240722656, -1.0746707916259766, -11.820703506469727]	[-0.8604526519775391, -17.21194839477539, -11.80200481414795, -12.697649002075195, -3.699315071105957, -0.22307968139648438, -10.360050201416016]	43.002960205078125	56.85449981689453	13.851539611816406
273	[-1.3865699768066406, -16.35346221923828, -9.133817672729492, -1.8511772155761719, -1.3335552215576172, -10.365686416625977]	[-1.3865699768066406, -16.35346221923828, -9.133817672729492, -8.852470397949219, -2.862030029296875, -0.23952674865722656, -10.425933837890625]	40.42426681518555	49.25381088256836	8.829544067382812
274	[-0.8761806488037109, -16.980045318603516, -10.637042045593262, -2.6348867416381836, -0.019651412963867188, -0.5450897216796875, -12.25216293334961]	[-0.8761806488037109, -16.980045318603516, -10.637042045593262, -2.6348867416381836, -4.343832015991211, -11.312026977539062]	43.94506072998047	46.78401565551758	2.8389549255371094
275	[-2.2254600524902344, -16.18183135986328, -11.291891098022461, -2.121227264404297, -4.453826904296875, -10.777397155761719]	[-2.2254600524902344, -16.18183135986328, -11.291891098022461, -4.8416948318481445, -4.5397233963012695, -10.10273265838623]	47.051631927490234	49.18333053588867	2.1316986083984375
276	[-1.4683170318603516, -17.645427703857422, -7.827649116516113, -8.359959602355957, -0.3717660903930664, -11.05981159210205]	[-1.4683170318603516, -17.645427703857422, -7.827649116516113, -6.2097601890563965, -0.44415283203125, -10.790471076965332]	46.73292922973633	44.38577651977539	-2.3471527099609375
277	[-1.088296890258789, -16.52084732055664, -9.58793830871582, -5.381523132324219, -1.4286069869995117, -9.424125671386719]	[-1.088296890258789, -16.52084732055664, -9.58793830871582, -10.010663032531738, -1.7751893997192383, -8.697705268859863]	43.43133544921875	47.68063735961914	4.249301910400391
278	[-0.6146535873413086, -16.919015884399414, -10.413137435913086, -3.035698890686035, -0.1208038330078125, -11.964024543762207]	[-0.6146535873413086, -16.919015884399414, -10.413137435913086, -7.365543365478516, -1.1104354858398438, -11.793924331665039]	43.06733322143555	48.21670913696289	5.149375915527344
279	[-1.5470237731933594, -16.865156173706055, -13.04612922668457, -2.359238624572754, -1.392354965209961, -12.247429847717285]	[-1.5470237731933594, -16.865156173706055, -13.04612922668457, -7.125981330871582, -1.2434024810791016, -12.091669082641602]	47.45732879638672	51.91936111450195	4.462032318115234
280	[-1.460968017578125, -18.691492080688477, -12.935307502746582, -4.882646560668945, -3.409944534301758, -11.201334953308105]	[-1.460968017578125, -18.691492080688477, -12.935307502746582, -7.926440238952637, -3.195466995239258, -10.183488845825195]	52.581695556640625	54.393165588378906	1.8114700317382812
281	[-1.1845178604125977, -17.570932388305664, -9.961212158203125, -1.5417423248291016, -0.08843231201171875, -12.355066299438477]	[-1.1845178604125977, -17.570932388305664, -9.961212158203125, -10.034046173095703, -4.793458461761475, -0.05480384826660156, -11.515288352966309]	42.701904296875	55.114261627197266	12.412357330322266
282	[-0.4795875549316406, -16.208494186401367, -10.119462966918945, -1.4994316101074219, -0.4508781433105469, -11.049933433532715]	[-0.4795875549316406, -16.208494186401367, -10.119462966918945, -8.850715637207031, -4.476784706115723, -0.0507659912109375, -11.681364059448242]	39.80778884887695	51.86717224121094	12.059383392333984
283	[-0.8352317810058594, -17.659103393554688, -9.2405366897583, -4.439613342285156, -2.708395004272461, -11.15046501159668]	[-0.8352317810058594, -17.659103393554688, -9.2405366897583, -8.449331283569336, -1.6403827667236328, -10.731725692749023]	46.03334426879883	48.556312561035156	2.522968292236328
284	[-1.1073760986328125, -15.96926212310791, -11.605178833007812, -0.6946945190429688, -0.19820594787597656, -11.644783020019531]	[-1.1073760986328125, -15.96926212310791, -11.605178833007812, -9.81459903717041, -7.08986759185791, -0.012876510620117188, -12.16417121887207]	41.21950149536133	57.763328552246094	16.543827056884766
285	[-0.8791542053222656, -17.232345581054688, -11.767300605773926, -4.9624834060668945, -0.9179706573486328, -10.412639617919922]	[-0.8791542053222656, -17.232345581054688, -11.767300605773926, -8.191783905029297, -0.8523054122924805, -9.865424156188965]	46.17189407348633	48.78831481933594	2.6164207458496094
286	[-1.737401008605957, -15.776885986328125, -11.187702178955078, -0.4992332458496094, -0.5287818908691406, -13.109992980957031]	[-1.737401008605957, -15.776885986328125, -11.187702178955078, -4.970510482788086, -0.5950260162353516, -12.996987342834473]	42.839996337890625	47.26451110839844	4.4245147705078125
287	[-1.8107519149780273, -16.626659393310547, -14.09075927734375, -3.531400680541992, -2.096771240234375, -10.428226470947266]	[-1.8107519149780273, -16.626659393310547, -14.09075927734375, -7.869965553283691, -1.6901626586914062, -9.712433815002441]	48.584571838378906	51.80073165893555	3.2161598205566406
288	[-1.8644495010375977, -15.971454620361328, -9.80654239654541, -5.028729438781738, -2.948270797729492, -9.904553413391113]	[-1.8644495010375977, -15.971454620361328, -9.80654239654541, -4.972601890563965, -1.9849510192871094, -9.870100021362305]	45.52399826049805	44.47010040283203	-1.0538978576660156
289	[-1.1749725341796875, -16.922603607177734, -13.456069946289062, -0.4394397735595703, -1.7991104125976562, -10.909978866577148]	[-1.3060302734375, -17.493282318115234, -13.617081642150879, -11.907382011413574, -5.602788925170898, -0.18067169189453125, -12.338472366333008]	44.702171325683594	62.445709228515625	17.74353790283203
290	[-0.9988822937011719, -17.027751922607422, -6.836668014526367, -8.075300216674805, -1.5047454833984375, -10.810901641845703]	[-0.9988822937011719, -17.027751922607422, -6.836668014526367, -12.777581214904785, -1.1536378860473633, -10.954076766967773]	45.254249572753906	49.74859619140625	4.494346618652344
291	[-1.2097969055175781, -16.326248168945312, -11.174464225769043, -3.743514060974121, -0.8553714752197266, -10.795357704162598]	[-1.2097969055175781, -16.326248168945312, -11.174464225769043, -5.109162330627441, -1.0944881439208984, -11.189107894897461]	44.10475540161133	46.103267669677734	1.9985122680664062
292	[-1.1565914154052734, -16.95368194580078, -5.187860488891602, -6.657977104187012, -1.1701641082763672, -9.572355270385742]	[-1.1565914154052734, -16.95368194580078, -5.187860488891602, -10.790680885314941, -1.295792579650879, -9.870111465454102]	40.698631286621094	45.25471496582031	4.556083679199219
293	[-1.056997299194336, -16.522140502929688, -11.19229507446289, -1.4614496231079102, -0.6035099029541016, -12.053544044494629]	[-1.056997299194336, -16.522140502929688, -11.19229507446289, -9.883810043334961, -2.9614648818969727, -0.313629150390625, -11.308917045593262]	42.88993453979492	53.23925018310547	10.349315643310547
294	[-0.67291259765625, -16.3587646484375, -11.294807434082031, -5.818138122558594, -0.3088703155517578, -12.661145210266113]	[-0.67291259765625, -16.3587646484375, -11.294807434082031, -7.985489845275879, -2.587200164794922, -12.384366989135742]	47.11463928222656	51.283538818359375	4.1688995361328125
295	[-0.5066823959350586, -16.299612045288086, -8.815813064575195, -1.783304214477539, -0.8206329345703125, -11.20494270324707]	[-0.5066823959350586, -16.299612045288086, -8.815813064575195, -6.539633750915527, -0.9351902008056641, -10.932158470153809]	39.43098449707031	44.029090881347656	4.598106384277344
296	[-1.7214126586914062, -16.001426696777344, -12.951804161071777, -3.3374862670898438, -3.2297210693359375, -10.786225318908691]	[-1.7214126586914062, -16.001426696777344, -12.951804161071777, -9.73731803894043, -3.0521621704101562, -10.323724746704102]	48.028076171875	53.78784942626953	5.759773254394531
297	[-0.7763338088989258, -15.619989395141602, -9.764025688171387, -1.8294010162353516, -1.4186382293701172, -11.5977783203125]	[-0.7763338088989258, -15.619989395141602, -9.764025688171387, -3.7991275787353516, -0.5427179336547852, -10.877715110778809]	41.00616455078125	41.379913330078125	0.373748779296875
298	[-0.9453248977661133, -16.884363174438477, -10.290735244750977, -2.43088436126709, -0.21043777465820312, -11.258135795593262]	[-0.9453248977661133, -16.884363174438477, -10.290735244750977, -10.571648597717285, -5.741224765777588, -0.30799102783203125, -11.643547058105469]	42.01988220214844	56.38483428955078	14.364952087402344
299	[-1.4970178604125977, -16.50658416748047, -12.4931001663208, -1.9170799255371094, -3.4121532440185547, -12.111204147338867]	[-1.4970178604125977, -16.50658416748047, -12.4931001663208, -6.424101829528809, -3.003556251525879, -12.25192642211914]	47.937137603759766	52.17628860473633	4.2391510009765625
300	[-0.8795509338378906, -16.833045959472656, -8.540494918823242, -3.7060489654541016, -0.2305011749267578, -11.774666786193848]	[-0.8795509338378906, -16.833045959472656, -8.540494918823242, -6.655885219573975, -2.2968568801879883, -0.06929397583007812, -11.098673820495605]	41.96430969238281	46.373802185058594	4.409492492675781
301	[-1.278944969177246, -17.436080932617188, -12.525676727294922, -4.175433158874512, -0.9903335571289062, -10.09659194946289]	[-1.278944969177246, -17.436080932617188, -12.525676727294922, -8.214593887329102, -1.2741785049438477, -10.729812622070312]	46.5030632019043	51.45928955078125	4.956226348876953
